"ref_date","year","month","site","monthly_total","prev_year_monthly_total","monthly_percentage_difference","ytd_total","prev_year_ytd_total","ytd_percentage_difference","ytd_month_range"
"2018-12-01",2018,12,Kluane National Park,0,0,,32066,29743,7.8,January - December
"2018-01-01",2018,1,SS Klondike,0,0,,0,0,,January - January
"2018-02-01",2018,2,SS Klondike,0,0,,0,0,,January - February
"2018-03-01",2018,3,SS Klondike,0,0,,0,0,,January - March
"2018-04-01",2018,4,SS Klondike,0,0,,0,0,,January - April
"2018-05-01",2018,5,SS Klondike,3877,3475,11.6,3877,3475,11.6,January - May
"2018-06-01",2018,6,SS Klondike,10752,12549,-14.3,14629,16024,-8.7,January - June
"2018-07-01",2018,7,SS Klondike,14189,15766,-10.0,28818,31790,-9.3,January - July
"2018-08-01",2018,8,SS Klondike,11793,11711,0.7,40611,43501,-6.6,January - August
"2018-09-01",2018,9,SS Klondike,1094,1743,-37.2,41705,45244,-7.8,January - September
"2018-10-01",2018,10,SS Klondike,0,0,,41705,45244,-7.8,January - October
"2018-11-01",2018,11,SS Klondike,0,0,,41705,45244,-7.8,January - November
"2018-12-01",2018,12,SS Klondike,100,0,,41805,45244,-7.6,January - December
"2019-01-01",2019,1,All,90,0,,90,0,,January - January
"2019-02-01",2019,2,All,112,0,,202,0,,January - February
"2019-03-01",2019,3,All,343,0,,545,0,,January - March
"2019-04-01",2019,4,All,17,21,-19.0,562,21,2576.2,January - April
"2019-05-01",2019,5,All,9226,7029,31.3,9788,7050,38.8,January - May
"2019-06-01",2019,6,All,32242,28662,12.5,42030,35712,17.7,January - June
"2019-07-01",2019,7,All,38383,39993,-4.0,80413,75705,6.2,January - July
"2019-08-01",2019,8,All,33883,34272,-1.1,114296,109977,3.9,January - August
"2019-09-01",2019,9,All,7409,6863,8.0,121705,116840,4.2,January - September
"2019-10-01",2019,10,All,267,517,-48.4,121972,117357,3.9,January - October
"2019-11-01",2019,11,All,0,0,,121972,117357,3.9,January - November
"2019-12-01",2019,12,All,120,100,20.0,122092,117457,3.9,January - December
"2019-01-01",2019,1,Chilkoot Trail,0,0,,0,0,,January - January
"2019-02-01",2019,2,Chilkoot Trail,100,0,,100,0,,January - February
"2019-03-01",2019,3,Chilkoot Trail,340,0,,440,0,,January - March
"2019-04-01",2019,4,Chilkoot Trail,0,0,,440,0,,January - April
"2019-05-01",2019,5,Chilkoot Trail,0,0,,440,0,,January - May
"2019-06-01",2019,6,Chilkoot Trail,515,582,-11.5,955,582,64.1,January - June
"2019-07-01",2019,7,Chilkoot Trail,1340,1414,-5.2,2295,1996,15.0,January - July
"2019-08-01",2019,8,Chilkoot Trail,1021,1073,-4.8,3316,3069,8.0,January - August
"2019-09-01",2019,9,Chilkoot Trail,162,81,100.0,3478,3150,10.4,January - September
"2019-10-01",2019,10,Chilkoot Trail,0,0,,3478,3150,10.4,January - October
"2019-11-01",2019,11,Chilkoot Trail,0,0,,3478,3150,10.4,January - November
"2019-12-01",2019,12,Chilkoot Trail,0,0,,3478,3150,10.4,January - December
"2019-01-01",2019,1,Klondike National Historic Site,90,0,,90,0,,January - January
"2019-02-01",2019,2,Klondike National Historic Site,12,0,,102,0,,January - February
"2019-03-01",2019,3,Klondike National Historic Site,3,0,,105,0,,January - March
"2019-04-01",2019,4,Klondike National Historic Site,17,0,,122,0,,January - April
"2019-05-01",2019,5,Klondike National Historic Site,3693,1364,170.7,3815,1364,179.7,January - May
"2019-06-01",2019,6,Klondike National Historic Site,13320,9714,37.1,17135,11078,54.7,January - June
"2019-07-01",2019,7,Klondike National Historic Site,16154,14672,10.1,33289,25750,29.3,January - July
"2019-08-01",2019,8,Klondike National Historic Site,12932,11410,13.3,46221,37160,24.4,January - August
"2019-09-01",2019,9,Klondike National Historic Site,3798,2759,37.7,50019,39919,25.3,January - September
"2019-10-01",2019,10,Klondike National Historic Site,12,517,-97.7,50031,40436,23.7,January - October
"2019-11-01",2019,11,Klondike National Historic Site,0,0,,50031,40436,23.7,January - November
"2019-12-01",2019,12,Klondike National Historic Site,0,0,,50031,40436,23.7,January - December
"2019-01-01",2019,1,Kluane National Park,0,0,,0,0,,January - January
"2019-02-01",2019,2,Kluane National Park,0,0,,0,0,,January - February
"2019-03-01",2019,3,Kluane National Park,0,0,,0,0,,January - March
"2019-04-01",2019,4,Kluane National Park,0,21,-100.0,0,21,-100.0,January - April
"2019-05-01",2019,5,Kluane National Park,1656,1788,-7.4,1656,1809,-8.5,January - May
"2019-06-01",2019,6,Kluane National Park,7274,7614,-4.5,8930,9423,-5.2,January - June
"2019-07-01",2019,7,Kluane National Park,8408,9718,-13.5,17338,19141,-9.4,January - July
"2019-08-01",2019,8,Kluane National Park,8747,9996,-12.5,26085,29137,-10.5,January - August
"2019-09-01",2019,9,Kluane National Park,2645,2929,-9.7,28730,32066,-10.4,January - September
"2019-10-01",2019,10,Kluane National Park,225,0,,28955,32066,-9.7,January - October
"2019-11-01",2019,11,Kluane National Park,0,0,,28955,32066,-9.7,January - November
"2019-12-01",2019,12,Kluane National Park,0,0,,28955,32066,-9.7,January - December
"2019-01-01",2019,1,SS Klondike,0,0,,0,0,,January - January
"2019-02-01",2019,2,SS Klondike,0,0,,0,0,,January - February
"2019-03-01",2019,3,SS Klondike,0,0,,0,0,,January - March
"2019-04-01",2019,4,SS Klondike,0,0,,0,0,,January - April
"2019-05-01",2019,5,SS Klondike,3877,3877,0.0,3877,3877,0.0,January - May
"2019-06-01",2019,6,SS Klondike,11133,10752,3.5,15010,14629,2.6,January - June
"2019-07-01",2019,7,SS Klondike,12481,14189,-12.0,27491,28818,-4.6,January - July
"2019-08-01",2019,8,SS Klondike,11183,11793,-5.2,38674,40611,-4.8,January - August
"2019-09-01",2019,9,SS Klondike,804,1094,-26.5,39478,41705,-5.3,January - September
"2019-10-01",2019,10,SS Klondike,30,0,,39508,41705,-5.3,January - October
"2019-11-01",2019,11,SS Klondike,0,0,,39508,41705,-5.3,January - November
"2019-12-01",2019,12,SS Klondike,120,100,20.0,39628,41805,-5.2,January - December
"2020-01-01",2020,1,All,0,90,-100.0,0,90,-100.0,January - January
"2020-02-01",2020,2,All,112,112,0.0,112,202,-44.6,January - February
"2020-03-01",2020,3,All,145,343,-57.7,257,545,-52.8,January - March
"2020-04-01",2020,4,All,0,17,-100.0,257,562,-54.3,January - April
"2020-05-01",2020,5,All,0,9226,-100.0,257,9788,-97.4,January - May
"2020-06-01",2020,6,All,0,32242,-100.0,257,42030,-99.4,January - June
"2020-07-01",2020,7,All,2818,38383,-92.7,3075,80413,-96.2,January - July
"2020-08-01",2020,8,All,11335,33883,-66.5,14410,114296,-87.4,January - August
"2020-09-01",2020,9,All,3206,7409,-56.7,17616,121705,-85.5,January - September
"2020-10-01",2020,10,All,174,267,-34.8,17790,121972,-85.4,January - October
"2020-11-01",2020,11,All,0,0,,17790,121972,-85.4,January - November
"2020-12-01",2020,12,All,0,120,-100.0,17790,122092,-85.4,January - December
"2020-01-01",2020,1,Chilkoot Trail,0,0,,0,0,,January - January
"2020-02-01",2020,2,Chilkoot Trail,0,100,-100.0,0,100,-100.0,January - February
"2020-03-01",2020,3,Chilkoot Trail,145,340,-57.4,145,440,-67.0,January - March
"2020-04-01",2020,4,Chilkoot Trail,0,0,,145,440,-67.0,January - April
"2020-05-01",2020,5,Chilkoot Trail,0,0,,145,440,-67.0,January - May
"2020-06-01",2020,6,Chilkoot Trail,0,515,-100.0,145,955,-84.8,January - June
"2020-07-01",2020,7,Chilkoot Trail,0,1340,-100.0,145,2295,-93.7,January - July
"2020-08-01",2020,8,Chilkoot Trail,0,1021,-100.0,145,3316,-95.6,January - August
"2020-09-01",2020,9,Chilkoot Trail,0,162,-100.0,145,3478,-95.8,January - September
"2020-10-01",2020,10,Chilkoot Trail,0,0,,145,3478,-95.8,January - October
"2020-11-01",2020,11,Chilkoot Trail,0,0,,145,3478,-95.8,January - November
"2020-12-01",2020,12,Chilkoot Trail,0,0,,145,3478,-95.8,January - December
"2020-01-01",2020,1,Klondike National Historic Site,0,90,-100.0,0,90,-100.0,January - January
"2020-02-01",2020,2,Klondike National Historic Site,12,12,0.0,12,102,-88.2,January - February
"2020-03-01",2020,3,Klondike National Historic Site,0,3,-100.0,12,105,-88.6,January - March
"2020-04-01",2020,4,Klondike National Historic Site,0,17,-100.0,12,122,-90.2,January - April
"2020-05-01",2020,5,Klondike National Historic Site,0,3693,-100.0,12,3815,-99.7,January - May
"2020-06-01",2020,6,Klondike National Historic Site,0,13320,-100.0,12,17135,-99.9,January - June
"2020-07-01",2020,7,Klondike National Historic Site,1873,16154,-88.4,1885,33289,-94.3,January - July
"2020-08-01",2020,8,Klondike National Historic Site,5621,12932,-56.5,7506,46221,-83.8,January - August
"2020-09-01",2020,9,Klondike National Historic Site,1578,3798,-58.5,9084,50019,-81.8,January - September
"2020-10-01",2020,10,Klondike National Historic Site,174,12,1350.0,9258,50031,-81.5,January - October
"2020-11-01",2020,11,Klondike National Historic Site,0,0,,9258,50031,-81.5,January - November
"2020-12-01",2020,12,Klondike National Historic Site,0,0,,9258,50031,-81.5,January - December
"2020-01-01",2020,1,Kluane National Park,0,0,,0,0,,January - January
"2020-02-01",2020,2,Kluane National Park,100,0,,100,0,,January - February
"2020-03-01",2020,3,Kluane National Park,0,0,,100,0,,January - March
"2020-04-01",2020,4,Kluane National Park,0,0,,100,0,,January - April
"2020-05-01",2020,5,Kluane National Park,0,1656,-100.0,100,1656,-94.0,January - May
"2020-06-01",2020,6,Kluane National Park,0,7274,-100.0,100,8930,-98.9,January - June
"2020-07-01",2020,7,Kluane National Park,603,8408,-92.8,703,17338,-95.9,January - July
"2020-08-01",2020,8,Kluane National Park,4562,8747,-47.8,5265,26085,-79.8,January - August
"2020-09-01",2020,9,Kluane National Park,1320,2645,-50.1,6585,28730,-77.1,January - September
"2020-10-01",2020,10,Kluane National Park,0,225,-100.0,6585,28955,-77.3,January - October
"2020-11-01",2020,11,Kluane National Park,0,0,,6585,28955,-77.3,January - November
"2020-12-01",2020,12,Kluane National Park,0,0,,6585,28955,-77.3,January - December
"2020-01-01",2020,1,SS Klondike,0,0,,0,0,,January - January
"2020-02-01",2020,2,SS Klondike,0,0,,0,0,,January - February
"2020-03-01",2020,3,SS Klondike,0,0,,0,0,,January - March
"2020-04-01",2020,4,SS Klondike,0,0,,0,0,,January - April
"2020-05-01",2020,5,SS Klondike,0,3877,-100.0,0,3877,-100.0,January - May
"2020-06-01",2020,6,SS Klondike,0,11133,-100.0,0,15010,-100.0,January - June
"2020-07-01",2020,7,SS Klondike,342,12481,-97.3,342,27491,-98.8,January - July
"2020-08-01",2020,8,SS Klondike,1152,11183,-89.7,1494,38674,-96.1,January - August
"2020-09-01",2020,9,SS Klondike,308,804,-61.7,1802,39478,-95.4,January - September
"2020-10-01",2020,10,SS Klondike,0,30,-100.0,1802,39508,-95.4,January - October
"2020-11-01",2020,11,SS Klondike,0,0,,1802,39508,-95.4,January - November
"2020-12-01",2020,12,SS Klondike,0,120,-100.0,1802,39628,-95.5,January - December
"2021-01-01",2021,1,All,0,0,,0,0,,January - January
"2021-02-01",2021,2,All,0,112,-100.0,0,112,-100.0,January - February
"2021-03-01",2021,3,All,0,145,-100.0,0,257,-100.0,January - March
"2021-04-01",2021,4,All,2,0,,2,257,-99.2,January - April
"2021-05-01",2021,5,All,1764,0,,1766,257,587.2,January - May
"2021-06-01",2021,6,All,5000,0,,6766,257,2532.7,January - June
"2021-07-01",2021,7,All,15188,2818,439.0,21954,3075,614.0,January - July
"2021-08-01",2021,8,All,19643,11335,73.3,41597,14410,188.7,January - August
"2021-09-01",2021,9,All,7418,3206,131.4,49015,17616,178.2,January - September
"2021-10-01",2021,10,All,1141,174,555.7,50156,17790,181.9,January - October
"2021-11-01",2021,11,All,0,0,,50156,17790,181.9,January - November
"2021-12-01",2021,12,All,0,0,,50156,17790,181.9,January - December
"2021-01-01",2021,1,Chilkoot Trail,0,0,,0,0,,January - January
"2021-02-01",2021,2,Chilkoot Trail,0,0,,0,0,,January - February
"2021-03-01",2021,3,Chilkoot Trail,0,145,-100.0,0,145,-100.0,January - March
"2021-04-01",2021,4,Chilkoot Trail,0,0,,0,145,-100.0,January - April
"2021-05-01",2021,5,Chilkoot Trail,0,0,,0,145,-100.0,January - May
"2021-06-01",2021,6,Chilkoot Trail,5,0,,5,145,-96.6,January - June
"2021-07-01",2021,7,Chilkoot Trail,33,0,,38,145,-73.8,January - July
"2021-08-01",2021,8,Chilkoot Trail,12,0,,50,145,-65.5,January - August
"2021-09-01",2021,9,Chilkoot Trail,1,0,,51,145,-64.8,January - September
"2021-10-01",2021,10,Chilkoot Trail,0,0,,51,145,-64.8,January - October
"2021-11-01",2021,11,Chilkoot Trail,0,0,,51,145,-64.8,January - November
"2021-12-01",2021,12,Chilkoot Trail,0,0,,51,145,-64.8,January - December
"2021-01-01",2021,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2021-02-01",2021,2,Klondike National Historic Site,0,12,-100.0,0,12,-100.0,January - February
"2021-03-01",2021,3,Klondike National Historic Site,0,0,,0,12,-100.0,January - March
"2021-04-01",2021,4,Klondike National Historic Site,2,0,,2,12,-83.3,January - April
"2021-05-01",2021,5,Klondike National Historic Site,753,0,,755,12,6191.7,January - May
"2021-06-01",2021,6,Klondike National Historic Site,2018,0,,2773,12,23008.3,January - June
"2021-07-01",2021,7,Klondike National Historic Site,5922,1873,216.2,8695,1885,361.3,January - July
"2021-08-01",2021,8,Klondike National Historic Site,9757,5621,73.6,18452,7506,145.8,January - August
"2021-09-01",2021,9,Klondike National Historic Site,2648,1578,67.8,21100,9084,132.3,January - September
"2021-10-01",2021,10,Klondike National Historic Site,38,174,-78.2,21138,9258,128.3,January - October
"2021-11-01",2021,11,Klondike National Historic Site,0,0,,21138,9258,128.3,January - November
"2021-12-01",2021,12,Klondike National Historic Site,0,0,,21138,9258,128.3,January - December
"2021-01-01",2021,1,Kluane National Park,0,0,,0,0,,January - January
"2021-02-01",2021,2,Kluane National Park,0,100,-100.0,0,100,-100.0,January - February
"2021-03-01",2021,3,Kluane National Park,0,0,,0,100,-100.0,January - March
"2021-04-01",2021,4,Kluane National Park,0,0,,0,100,-100.0,January - April
"2021-05-01",2021,5,Kluane National Park,820,0,,820,100,720.0,January - May
"2021-06-01",2021,6,Kluane National Park,2097,0,,2917,100,2817.0,January - June
"2021-07-01",2021,7,Kluane National Park,7977,603,1222.9,10894,703,1449.6,January - July
"2021-08-01",2021,8,Kluane National Park,8580,4562,88.1,19474,5265,269.9,January - August
"2021-09-01",2021,9,Kluane National Park,4457,1320,237.7,23931,6585,263.4,January - September
"2021-10-01",2021,10,Kluane National Park,1103,0,,25034,6585,280.2,January - October
"2021-11-01",2021,11,Kluane National Park,0,0,,25034,6585,280.2,January - November
"2021-12-01",2021,12,Kluane National Park,0,0,,25034,6585,280.2,January - December
"2021-01-01",2021,1,SS Klondike,0,0,,0,0,,January - January
"2021-02-01",2021,2,SS Klondike,0,0,,0,0,,January - February
"2021-03-01",2021,3,SS Klondike,0,0,,0,0,,January - March
"2021-04-01",2021,4,SS Klondike,0,0,,0,0,,January - April
"2021-05-01",2021,5,SS Klondike,191,0,,191,0,,January - May
"2021-06-01",2021,6,SS Klondike,880,0,,1071,0,,January - June
"2021-07-01",2021,7,SS Klondike,1256,342,267.3,2327,342,580.4,January - July
"2021-08-01",2021,8,SS Klondike,1294,1152,12.3,3621,1494,142.4,January - August
"2021-09-01",2021,9,SS Klondike,312,308,1.3,3933,1802,118.3,January - September
"2021-10-01",2021,10,SS Klondike,0,0,,3933,1802,118.3,January - October
"2021-11-01",2021,11,SS Klondike,0,0,,3933,1802,118.3,January - November
"2021-12-01",2021,12,SS Klondike,0,0,,3933,1802,118.3,January - December
"2022-01-01",2022,1,All,0,0,,0,0,,January - January
"2022-02-01",2022,2,All,0,0,,0,0,,January - February
"2022-03-01",2022,3,All,0,0,,0,0,,January - March
"2022-04-01",2022,4,All,21,2,950.0,21,2,950.0,January - April
"2022-05-01",2022,5,All,5980,1764,239.0,6001,1766,239.8,January - May
"2022-06-01",2022,6,All,19793,5000,295.9,25794,6766,281.2,January - June
"2022-07-01",2022,7,All,35567,15188,134.2,61361,21954,179.5,January - July
"2022-08-01",2022,8,All,38004,19643,93.5,99365,41597,138.9,January - August
"2022-09-01",2022,9,All,11310,7418,52.5,110675,49015,125.8,January - September
"2022-10-01",2022,10,All,1250,1141,9.6,111925,50156,123.2,January - October
"2022-11-01",2022,11,All,0,0,,111925,50156,123.2,January - November
"2022-12-01",2022,12,All,10,0,,111935,50156,123.2,January - December
"2022-01-01",2022,1,Chilkoot Trail,0,0,,0,0,,January - January
"2022-02-01",2022,2,Chilkoot Trail,0,0,,0,0,,January - February
"2022-03-01",2022,3,Chilkoot Trail,0,0,,0,0,,January - March
"2022-04-01",2022,4,Chilkoot Trail,21,0,,21,0,,January - April
"2022-05-01",2022,5,Chilkoot Trail,0,0,,21,0,,January - May
"2022-06-01",2022,6,Chilkoot Trail,4,5,-20.0,25,5,400.0,January - June
"2022-07-01",2022,7,Chilkoot Trail,50,33,51.5,75,38,97.4,January - July
"2022-08-01",2022,8,Chilkoot Trail,10,12,-16.7,85,50,70.0,January - August
"2022-09-01",2022,9,Chilkoot Trail,1,1,0.0,86,51,68.6,January - September
"2022-10-01",2022,10,Chilkoot Trail,0,0,,86,51,68.6,January - October
"2022-11-01",2022,11,Chilkoot Trail,0,0,,86,51,68.6,January - November
"2022-12-01",2022,12,Chilkoot Trail,0,0,,86,51,68.6,January - December
"2022-01-01",2022,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2022-02-01",2022,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2022-03-01",2022,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2022-04-01",2022,4,Klondike National Historic Site,0,2,-100.0,0,2,-100.0,January - April
"2022-05-01",2022,5,Klondike National Historic Site,2294,753,204.6,2294,755,203.8,January - May
"2022-06-01",2022,6,Klondike National Historic Site,8213,2018,307.0,10507,2773,278.9,January - June
"2022-07-01",2022,7,Klondike National Historic Site,19511,5922,229.5,30018,8695,245.2,January - July
"2022-08-01",2022,8,Klondike National Historic Site,24193,9757,148.0,54211,18452,193.8,January - August
"2022-09-01",2022,9,Klondike National Historic Site,5835,2648,120.4,60046,21100,184.6,January - September
"2022-10-01",2022,10,Klondike National Historic Site,0,38,-100.0,60046,21138,184.1,January - October
"2022-11-01",2022,11,Klondike National Historic Site,0,0,,60046,21138,184.1,January - November
"2022-12-01",2022,12,Klondike National Historic Site,10,0,,60056,21138,184.1,January - December
"2022-01-01",2022,1,Kluane National Park,0,0,,0,0,,January - January
"2022-02-01",2022,2,Kluane National Park,0,0,,0,0,,January - February
"2022-03-01",2022,3,Kluane National Park,0,0,,0,0,,January - March
"2022-04-01",2022,4,Kluane National Park,0,0,,0,0,,January - April
"2022-05-01",2022,5,Kluane National Park,2686,820,227.6,2686,820,227.6,January - May
"2022-06-01",2022,6,Kluane National Park,10294,2097,390.9,12980,2917,345.0,January - June
"2022-07-01",2022,7,Kluane National Park,14746,7977,84.9,27726,10894,154.5,January - July
"2022-08-01",2022,8,Kluane National Park,12784,8580,49.0,40510,19474,108.0,January - August
"2022-09-01",2022,9,Kluane National Park,5241,4457,17.6,45751,23931,91.2,January - September
"2022-10-01",2022,10,Kluane National Park,1250,1103,13.3,47001,25034,87.7,January - October
"2022-11-01",2022,11,Kluane National Park,0,0,,47001,25034,87.7,January - November
"2022-12-01",2022,12,Kluane National Park,0,0,,47001,25034,87.7,January - December
"2022-01-01",2022,1,SS Klondike,0,0,,0,0,,January - January
