date,year,month,location,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_total_2019,c2019_percentage_difference,ytd_month_range
1996-02-01,1996,2,Beaver Creek,1428,1749,-18.4,3258,3489,-6.6,3005,8.4,January - February
1996-03-01,1996,3,Beaver Creek,2556,2161,18.3,5814,5650,2.9,5391,7.8,January - March
1996-04-01,1996,4,Beaver Creek,2834,3199,-11.4,8648,8849,-2.3,8868,-2.5,January - April
1996-05-01,1996,5,Beaver Creek,6735,7259,-7.2,15383,16108,-4.5,15410,-0.2,January - May
1996-06-01,1996,6,Beaver Creek,17392,19371,-10.2,32775,35479,-7.6,27597,18.8,January - June
2007-06-01,2007,6,Little Gold Creek,3340,2908,14.9,3978,3617,10.0,3326,19.6,January - June
2007-07-01,2007,7,Little Gold Creek,5766,4534,27.2,9744,8151,19.5,7495,30.0,January - July
2007-08-01,2007,8,Little Gold Creek,4702,4741,-0.8,14446,12892,12.1,11483,25.8,January - August
2007-09-01,2007,9,Little Gold Creek,1463,1285,13.9,15909,14177,12.2,13193,20.6,January - September
2007-10-01,2007,10,Little Gold Creek,53,64,-17.2,15962,14241,12.1,13193,21.0,January - October
2007-11-01,2007,11,Little Gold Creek,0,0,,15962,14241,12.1,13193,21.0,January - November
2007-12-01,2007,12,Little Gold Creek,0,0,,15962,14241,12.1,13193,21.0,January - December
2007-01-01,2007,1,Old Crow,0,0,,0,0,,0,,January - January
2007-02-01,2007,2,Old Crow,6,0,,6,0,,0,,January - February
2007-03-01,2007,3,Old Crow,4,8,-50.0,10,8,25.0,0,,January - March
2007-04-01,2007,4,Old Crow,0,2,-100.0,10,10,0.0,0,,January - April
2007-05-01,2007,5,Old Crow,3,16,-81.3,13,26,-50.0,0,,January - May
2007-06-01,2007,6,Old Crow,5,0,,18,26,-30.8,1,1700.0,January - June
2007-07-01,2007,7,Old Crow,3,14,-78.6,21,40,-47.5,1,2000.0,January - July
2007-08-01,2007,8,Old Crow,2,0,,23,40,-42.5,1,2200.0,January - August
2007-09-01,2007,9,Old Crow,0,0,,23,40,-42.5,1,2200.0,January - September
2007-10-01,2007,10,Old Crow,0,4,-100.0,23,44,-47.7,1,2200.0,January - October
2007-11-01,2007,11,Old Crow,0,2,-100.0,23,46,-50.0,1,2200.0,January - November
2007-12-01,2007,12,Old Crow,0,0,,23,46,-50.0,1,2200.0,January - December
2007-01-01,2007,1,Pleasant Camp,927,1040,-10.9,927,1040,-10.9,1045,-11.3,January - January
2007-02-01,2007,2,Pleasant Camp,629,749,-16.0,1556,1789,-13.0,1755,-11.3,January - February
2007-03-01,2007,3,Pleasant Camp,1064,1136,-6.3,2620,2925,-10.4,2837,-7.6,January - March
2007-04-01,2007,4,Pleasant Camp,2086,2137,-2.4,4706,5062,-7.0,4384,7.3,January - April
2007-05-01,2007,5,Pleasant Camp,2919,3546,-17.7,7625,8608,-11.4,8285,-8.0,January - May
2007-06-01,2007,6,Pleasant Camp,6362,7338,-13.3,13987,15946,-12.3,14427,-3.0,January - June
2007-07-01,2007,7,Pleasant Camp,7804,8003,-2.5,21791,23949,-9.0,22399,-2.7,January - July
2007-08-01,2007,8,Pleasant Camp,7230,6478,11.6,29021,30427,-4.6,29603,-2.0,January - August
2007-09-01,2007,9,Pleasant Camp,3100,3184,-2.6,32121,33611,-4.4,33694,-4.7,January - September
2007-10-01,2007,10,Pleasant Camp,2388,2728,-12.5,34509,36339,-5.0,36354,-5.1,January - October
2007-11-01,2007,11,Pleasant Camp,1158,1025,13.0,35667,37364,-4.5,37387,-4.6,January - November
2007-12-01,2007,12,Pleasant Camp,936,794,17.9,36603,38158,-4.1,38141,-4.0,January - December
2007-01-01,2007,1,Whitehorse,65,21,209.5,65,21,209.5,31,109.7,January - January
2007-02-01,2007,2,Whitehorse,17,129,-86.8,82,150,-45.3,90,-8.9,January - February
2007-03-01,2007,3,Whitehorse,39,775,-95.0,121,925,-86.9,139,-12.9,January - March
2007-04-01,2007,4,Whitehorse,177,207,-14.5,298,1132,-73.7,198,50.5,January - April
2007-05-01,2007,5,Whitehorse,615,484,27.1,913,1616,-43.5,282,223.8,January - May
2007-06-01,2007,6,Whitehorse,1103,1220,-9.6,2016,2836,-28.9,1552,29.9,January - June
2007-07-01,2007,7,Whitehorse,1554,1468,5.9,3570,4304,-17.1,2753,29.7,January - July
2007-08-01,2007,8,Whitehorse,1687,1840,-8.3,5257,6144,-14.4,3932,33.7,January - August
2007-09-01,2007,9,Whitehorse,630,781,-19.3,5887,6925,-15.0,4697,25.3,January - September
2007-10-01,2007,10,Whitehorse,254,88,188.6,6141,7013,-12.4,4750,29.3,January - October
2007-11-01,2007,11,Whitehorse,79,25,216.0,6220,7038,-11.6,4761,30.6,January - November
2007-12-01,2007,12,Whitehorse,19,57,-66.7,6239,7095,-12.1,4812,29.7,January - December
2007-01-01,2007,1,Yukon,3202,3575,-10.4,3202,3575,-10.4,3897,-17.8,January - January
2007-02-01,2007,2,Yukon,3268,3840,-14.9,6470,7415,-12.7,7490,-13.6,January - February
2007-03-01,2007,3,Yukon,5676,6609,-14.1,12146,14024,-13.4,14237,-14.7,January - March
2007-04-01,2007,4,Yukon,8364,7902,5.8,20510,21926,-6.5,24422,-16.0,January - April
2007-05-01,2007,5,Yukon,45457,39807,14.2,65967,61733,6.9,83567,-21.1,January - May
2007-06-01,2007,6,Yukon,80525,83378,-3.4,146492,145111,1.0,185818,-21.2,January - June
2007-07-01,2007,7,Yukon,107215,95646,12.1,253707,240757,5.4,306133,-17.1,January - July
2007-08-01,2007,8,Yukon,100109,97283,2.9,353816,338040,4.7,419587,-15.7,January - August
2007-09-01,2007,9,Yukon,52415,47630,10.0,406231,385670,5.3,484785,-16.2,January - September
2007-10-01,2007,10,Yukon,8878,10241,-13.3,415109,395911,4.8,496485,-16.4,January - October
2007-11-01,2007,11,Yukon,4217,4116,2.5,419326,400027,4.8,500857,-16.3,January - November
2007-12-01,2007,12,Yukon,3748,3425,9.4,423074,403452,4.9,505027,-16.2,January - December
2008-01-01,2008,1,Beaver Creek,1286,1385,-7.1,1286,1385,-7.1,1625,-20.9,January - January
2008-02-01,2008,2,Beaver Creek,1460,1618,-9.8,2746,3003,-8.6,3005,-8.6,January - February
2008-03-01,2008,3,Beaver Creek,2179,2953,-26.2,4925,5956,-17.3,5391,-8.6,January - March
2008-04-01,2008,4,Beaver Creek,2187,3142,-30.4,7112,9098,-21.8,8868,-19.8,January - April
2008-05-01,2008,5,Beaver Creek,5882,5944,-1.0,12994,15042,-13.6,15410,-15.7,January - May
2008-06-01,2008,6,Beaver Creek,12560,14986,-16.2,25554,30028,-14.9,27597,-7.4,January - June
2008-07-01,2008,7,Beaver Creek,17322,22629,-23.5,42876,52657,-18.6,43623,-1.7,January - July
2008-08-01,2008,8,Beaver Creek,17390,20174,-13.8,60266,72831,-17.3,59387,1.5,January - August
1996-07-01,1996,7,Beaver Creek,30022,33666,-10.8,62797,69145,-9.2,43623,44.0,January - July
1996-08-01,1996,8,Beaver Creek,26695,28210,-5.4,89492,97355,-8.1,59387,50.7,January - August
1996-09-01,1996,9,Beaver Creek,12318,13885,-11.3,101810,111240,-8.5,71200,43.0,January - September
1996-10-01,1996,10,Beaver Creek,4319,5688,-24.1,106129,116928,-9.2,76066,39.5,January - October
1996-11-01,1996,11,Beaver Creek,2081,2786,-25.3,108210,119714,-9.6,78102,38.5,January - November
1996-12-01,1996,12,Beaver Creek,1804,2424,-25.6,110014,122138,-9.9,79644,38.1,January - December
1996-01-01,1996,1,Dawson,0,0,,0,0,,0,,January - January
1996-02-01,1996,2,Dawson,0,0,,0,0,,11,-100.0,January - February
1996-03-01,1996,3,Dawson,0,0,,0,0,,13,-100.0,January - March
1996-04-01,1996,4,Dawson,0,0,,0,0,,21,-100.0,January - April
1996-05-01,1996,5,Dawson,0,0,,0,0,,383,-100.0,January - May
1996-06-01,1996,6,Dawson,1290,1086,18.8,1290,1086,18.8,2355,-45.2,January - June
1996-07-01,1996,7,Dawson,1438,1457,-1.3,2728,2543,7.3,4575,-40.4,January - July
1996-08-01,1996,8,Dawson,1717,1118,53.6,4445,3661,21.4,6723,-33.9,January - August
1996-09-01,1996,9,Dawson,276,366,-24.6,4721,4027,17.2,6725,-29.8,January - September
1996-10-01,1996,10,Dawson,16,20,-20.0,4737,4047,17.0,6726,-29.6,January - October
1996-11-01,1996,11,Dawson,21,3,600.0,4758,4050,17.5,6726,-29.3,January - November
1996-12-01,1996,12,Dawson,0,0,,4758,4050,17.5,6728,-29.3,January - December
1996-01-01,1996,1,Fraser,901,1683,-46.5,901,1683,-46.5,1196,-24.7,January - January
1996-02-01,1996,2,Fraser,1891,1379,37.1,2792,3062,-8.8,2629,6.2,January - February
1996-03-01,1996,3,Fraser,3497,2976,17.5,6289,6038,4.2,5857,7.4,January - March
1996-04-01,1996,4,Fraser,5528,4306,28.4,11817,10344,14.2,10951,7.9,January - April
1996-05-01,1996,5,Fraser,12290,11415,7.7,24107,21759,10.8,58650,-58.9,January - May
1996-06-01,1996,6,Fraser,23935,23061,3.8,48042,44820,7.2,136560,-64.8,January - June
1996-07-01,1996,7,Fraser,33120,31068,6.6,81162,75888,6.9,225287,-64.0,January - July
1996-08-01,1996,8,Fraser,29029,27943,3.9,110191,103831,6.1,308458,-64.3,January - August
1996-09-01,1996,9,Fraser,12884,14338,-10.1,123075,118169,4.2,355275,-65.4,January - September
1996-10-01,1996,10,Fraser,2181,3162,-31.0,125256,121331,3.2,359395,-65.1,January - October
1996-11-01,1996,11,Fraser,2338,2233,4.7,127594,123564,3.3,360687,-64.6,January - November
1996-12-01,1996,12,Fraser,1758,1198,46.7,129352,124762,3.7,362508,-64.3,January - December
1996-01-01,1996,1,Little Gold Creek,0,0,,0,0,,0,,January - January
1996-02-01,1996,2,Little Gold Creek,0,0,,0,0,,0,,January - February
1996-03-01,1996,3,Little Gold Creek,0,0,,0,0,,0,,January - March
1996-04-01,1996,4,Little Gold Creek,0,0,,0,0,,0,,January - April
1996-05-01,1996,5,Little Gold Creek,971,732,32.7,971,732,32.7,557,74.3,January - May
1996-06-01,1996,6,Little Gold Creek,5121,5112,0.2,6092,5844,4.2,3326,83.2,January - June
1996-07-01,1996,7,Little Gold Creek,10070,9533,5.6,16162,15377,5.1,7495,115.6,January - July
1996-08-01,1996,8,Little Gold Creek,8188,7092,15.5,24350,22469,8.4,11483,112.1,January - August
1996-09-01,1996,9,Little Gold Creek,2020,1814,11.4,26370,24283,8.6,13193,99.9,January - September
1996-10-01,1996,10,Little Gold Creek,0,99,-100.0,26370,24382,8.2,13193,99.9,January - October
1996-11-01,1996,11,Little Gold Creek,0,0,,26370,24382,8.2,13193,99.9,January - November
1996-12-01,1996,12,Little Gold Creek,0,0,,26370,24382,8.2,13193,99.9,January - December
1996-01-01,1996,1,Old Crow,2,4,-50.0,2,4,-50.0,0,,January - January
1996-02-01,1996,2,Old Crow,28,1,2700.0,30,5,500.0,0,,January - February
1996-03-01,1996,3,Old Crow,15,9,66.7,45,14,221.4,0,,January - March
1996-04-01,1996,4,Old Crow,13,6,116.7,58,20,190.0,0,,January - April
1996-05-01,1996,5,Old Crow,20,13,53.8,78,33,136.4,0,,January - May
1996-06-01,1996,6,Old Crow,81,21,285.7,159,54,194.4,1,15800.0,January - June
1996-07-01,1996,7,Old Crow,71,39,82.1,230,93,147.3,1,22900.0,January - July
1996-08-01,1996,8,Old Crow,104,25,316.0,334,118,183.1,1,33300.0,January - August
1996-09-01,1996,9,Old Crow,80,81,-1.2,414,199,108.0,1,41300.0,January - September
1996-10-01,1996,10,Old Crow,57,14,307.1,471,213,121.1,1,47000.0,January - October
1996-11-01,1996,11,Old Crow,165,10,1550.0,636,223,185.2,1,63500.0,January - November
1996-12-01,1996,12,Old Crow,30,4,650.0,666,227,193.4,1,66500.0,January - December
1996-01-01,1996,1,Pleasant Camp,1278,1362,-6.2,1278,1362,-6.2,1045,22.3,January - January
1996-02-01,1996,2,Pleasant Camp,965,914,5.6,2243,2276,-1.4,1755,27.8,January - February
1996-03-01,1996,3,Pleasant Camp,1513,1170,29.3,3756,3446,9.0,2837,32.4,January - March
1996-04-01,1996,4,Pleasant Camp,2182,2364,-7.7,5938,5810,2.2,4384,35.4,January - April
1996-05-01,1996,5,Pleasant Camp,3818,3889,-1.8,9756,9699,0.6,8285,17.8,January - May
1996-06-01,1996,6,Pleasant Camp,7421,8093,-8.3,17177,17792,-3.5,14427,19.1,January - June
1996-07-01,1996,7,Pleasant Camp,9189,10423,-11.8,26366,28215,-6.6,22399,17.7,January - July
1996-08-01,1996,8,Pleasant Camp,9029,9064,-0.4,35395,37279,-5.1,29603,19.6,January - August
1996-09-01,1996,9,Pleasant Camp,3746,3953,-5.2,39141,41232,-5.1,33694,16.2,January - September
1983-11-01,1983,11,Fraser,0,0,,69719,61017,14.3,360687,-80.7,January - November
1983-12-01,1983,12,Fraser,0,0,,69719,61017,14.3,362508,-80.8,January - December
1983-01-01,1983,1,Little Gold Creek,0,0,,0,0,,0,,January - January
1983-02-01,1983,2,Little Gold Creek,0,0,,0,0,,0,,January - February
1983-03-01,1983,3,Little Gold Creek,0,10,-100.0,0,10,-100.0,0,,January - March
1983-04-01,1983,4,Little Gold Creek,0,0,,0,10,-100.0,0,,January - April
1983-05-01,1983,5,Little Gold Creek,307,161,90.7,307,171,79.5,557,-44.9,January - May
1983-06-01,1983,6,Little Gold Creek,2714,2277,19.2,3021,2448,23.4,3326,-9.2,January - June
1983-07-01,1983,7,Little Gold Creek,5319,5249,1.3,8340,7697,8.4,7495,11.3,January - July
1983-08-01,1983,8,Little Gold Creek,4355,4211,3.4,12695,11908,6.6,11483,10.6,January - August
1983-09-01,1983,9,Little Gold Creek,994,976,1.8,13689,12884,6.2,13193,3.8,January - September
1983-10-01,1983,10,Little Gold Creek,0,0,,13689,12884,6.2,13193,3.8,January - October
1983-11-01,1983,11,Little Gold Creek,0,0,,13689,12884,6.2,13193,3.8,January - November
1983-12-01,1983,12,Little Gold Creek,0,0,,13689,12884,6.2,13193,3.8,January - December
1983-01-01,1983,1,Old Crow,0,0,,0,0,,0,,January - January
1983-02-01,1983,2,Old Crow,2,0,,2,0,,0,,January - February
1983-03-01,1983,3,Old Crow,11,0,,13,0,,0,,January - March
1983-04-01,1983,4,Old Crow,23,8,187.5,36,8,350.0,0,,January - April
1983-05-01,1983,5,Old Crow,9,0,,45,8,462.5,0,,January - May
1983-06-01,1983,6,Old Crow,40,19,110.5,85,27,214.8,1,8400.0,January - June
1983-07-01,1983,7,Old Crow,73,8,812.5,158,35,351.4,1,15700.0,January - July
1983-08-01,1983,8,Old Crow,17,82,-79.3,175,117,49.6,1,17400.0,January - August
1983-09-01,1983,9,Old Crow,11,14,-21.4,186,131,42.0,1,18500.0,January - September
1983-10-01,1983,10,Old Crow,16,3,433.3,202,134,50.7,1,20100.0,January - October
1983-11-01,1983,11,Old Crow,13,12,8.3,215,146,47.3,1,21400.0,January - November
1983-12-01,1983,12,Old Crow,13,10,30.0,228,156,46.2,1,22700.0,January - December
1983-01-01,1983,1,Pleasant Camp,1019,1248,-18.3,1019,1248,-18.3,1045,-2.5,January - January
1983-02-01,1983,2,Pleasant Camp,862,832,3.6,1881,2080,-9.6,1755,7.2,January - February
1983-03-01,1983,3,Pleasant Camp,1303,1643,-20.7,3184,3723,-14.5,2837,12.2,January - March
1983-04-01,1983,4,Pleasant Camp,2656,2550,4.2,5840,6273,-6.9,4384,33.2,January - April
1983-05-01,1983,5,Pleasant Camp,2926,3180,-8.0,8766,9453,-7.3,8285,5.8,January - May
1983-06-01,1983,6,Pleasant Camp,4622,5461,-15.4,13388,14914,-10.2,14427,-7.2,January - June
1983-07-01,1983,7,Pleasant Camp,6622,6714,-1.4,20010,21628,-7.5,22399,-10.7,January - July
1983-08-01,1983,8,Pleasant Camp,6343,7099,-10.6,26353,28727,-8.3,29603,-11.0,January - August
1983-09-01,1983,9,Pleasant Camp,2754,2890,-4.7,29107,31617,-7.9,33694,-13.6,January - September
1983-10-01,1983,10,Pleasant Camp,1829,1856,-1.5,30936,33473,-7.6,36354,-14.9,January - October
1983-11-01,1983,11,Pleasant Camp,1066,1216,-12.3,32002,34689,-7.7,37387,-14.4,January - November
1983-12-01,1983,12,Pleasant Camp,870,716,21.5,32872,35405,-7.2,38141,-13.8,January - December
1983-01-01,1983,1,Whitehorse,149,42,254.8,149,42,254.8,31,380.6,January - January
1983-02-01,1983,2,Whitehorse,324,169,91.7,473,211,124.2,90,425.6,January - February
1983-03-01,1983,3,Whitehorse,250,811,-69.2,723,1022,-29.3,139,420.1,January - March
1983-04-01,1983,4,Whitehorse,239,248,-3.6,962,1270,-24.3,198,385.9,January - April
1983-05-01,1983,5,Whitehorse,362,297,21.9,1324,1567,-15.5,282,369.5,January - May
1983-06-01,1983,6,Whitehorse,1282,936,37.0,2606,2503,4.1,1552,67.9,January - June
1983-07-01,1983,7,Whitehorse,1793,2265,-20.8,4399,4768,-7.7,2753,59.8,January - July
1983-08-01,1983,8,Whitehorse,1200,1719,-30.2,5599,6487,-13.7,3932,42.4,January - August
1983-09-01,1983,9,Whitehorse,878,799,9.9,6477,7286,-11.1,4697,37.9,January - September
1983-10-01,1983,10,Whitehorse,225,339,-33.6,6702,7625,-12.1,4750,41.1,January - October
1983-11-01,1983,11,Whitehorse,176,134,31.3,6878,7759,-11.4,4761,44.5,January - November
1983-12-01,1983,12,Whitehorse,93,184,-49.5,6971,7943,-12.2,4812,44.9,January - December
1983-01-01,1983,1,Yukon,2578,2620,-1.6,2578,2620,-1.6,3897,-33.8,January - January
1983-02-01,1983,2,Yukon,2558,2213,15.6,5136,4833,6.3,7490,-31.4,January - February
1983-03-01,1983,3,Yukon,3711,4599,-19.3,8847,9432,-6.2,14237,-37.9,January - March
1983-04-01,1983,4,Yukon,6278,5623,11.6,15125,15055,0.5,24422,-38.1,January - April
1983-05-01,1983,5,Yukon,13814,14396,-4.0,28939,29451,-1.7,83567,-65.4,January - May
1983-06-01,1983,6,Yukon,34343,33880,1.4,63282,63331,-0.1,185818,-65.9,January - June
1983-07-01,1983,7,Yukon,69690,55320,26.0,132972,118651,12.1,306133,-56.6,January - July
1983-08-01,1983,8,Yukon,51712,49970,3.5,184684,168621,9.5,419587,-56.0,January - August
1983-09-01,1983,9,Yukon,24942,22618,10.3,209626,191239,9.6,484785,-56.8,January - September
1983-10-01,1983,10,Yukon,7974,8125,-1.9,217600,199364,9.1,496485,-56.2,January - October
1983-11-01,1983,11,Yukon,4090,3649,12.1,221690,203013,9.2,500857,-55.7,January - November
1983-12-01,1983,12,Yukon,3829,3141,21.9,225519,206154,9.4,505027,-55.3,January - December
1984-01-01,1984,1,Beaver Creek,1518,1410,7.7,1518,1410,7.7,1625,-6.6,January - January
2008-09-01,2008,9,Beaver Creek,8785,11763,-25.3,69051,84594,-18.4,71200,-3.0,January - September
2008-10-01,2008,10,Beaver Creek,3348,4522,-26.0,72399,89116,-18.8,76066,-4.8,January - October
2008-11-01,2008,11,Beaver Creek,1846,2036,-9.3,74245,91152,-18.5,78102,-4.9,January - November
2008-12-01,2008,12,Beaver Creek,1273,1807,-29.6,75518,92959,-18.8,79644,-5.2,January - December
2008-01-01,2008,1,Dawson,0,0,,0,0,,0,,January - January
2008-02-01,2008,2,Dawson,67,9,644.4,67,9,644.4,11,509.1,January - February
2008-03-01,2008,3,Dawson,17,3,466.7,84,12,600.0,13,546.2,January - March
2008-04-01,2008,4,Dawson,1,6,-83.3,85,18,372.2,21,304.8,January - April
2008-05-01,2008,5,Dawson,761,591,28.8,846,609,38.9,383,120.9,January - May
2008-06-01,2008,6,Dawson,2341,2624,-10.8,3187,3233,-1.4,2355,35.3,January - June
2008-07-01,2008,7,Dawson,2396,2614,-8.3,5583,5847,-4.5,4575,22.0,January - July
2008-08-01,2008,8,Dawson,2459,2705,-9.1,8042,8552,-6.0,6723,19.6,January - August
2008-09-01,2008,9,Dawson,126,235,-46.4,8168,8787,-7.0,6725,21.5,January - September
2008-10-01,2008,10,Dawson,5,2,150.0,8173,8789,-7.0,6726,21.5,January - October
2008-11-01,2008,11,Dawson,0,4,-100.0,8173,8793,-7.1,6726,21.5,January - November
2008-12-01,2008,12,Dawson,0,0,,8173,8793,-7.1,6728,21.5,January - December
2008-01-01,2008,1,Fraser,687,825,-16.7,687,825,-16.7,1196,-42.6,January - January
2008-02-01,2008,2,Fraser,790,989,-20.1,1477,1814,-18.6,2629,-43.8,January - February
2008-03-01,2008,3,Fraser,2334,1613,44.7,3811,3427,11.2,5857,-34.9,January - March
2008-04-01,2008,4,Fraser,2682,2953,-9.2,6493,6380,1.8,10951,-40.7,January - April
2008-05-01,2008,5,Fraser,34157,34747,-1.7,40650,41127,-1.2,58650,-30.7,January - May
2008-06-01,2008,6,Fraser,55901,52105,7.3,96551,93232,3.6,136560,-29.3,January - June
2008-07-01,2008,7,Fraser,65316,66845,-2.3,161867,160077,1.1,225287,-28.2,January - July
2008-08-01,2008,8,Fraser,58964,63609,-7.3,220831,223686,-1.3,308458,-28.4,January - August
2008-09-01,2008,9,Fraser,35335,35224,0.3,256166,258910,-1.1,355275,-27.9,January - September
2008-10-01,2008,10,Fraser,1462,1659,-11.9,257628,260569,-1.1,359395,-28.3,January - October
2008-11-01,2008,11,Fraser,881,940,-6.3,258509,261509,-1.1,360687,-28.3,January - November
2008-12-01,2008,12,Fraser,812,986,-17.6,259321,262495,-1.2,362508,-28.5,January - December
2008-01-01,2008,1,Little Gold Creek,0,0,,0,0,,0,,January - January
2008-02-01,2008,2,Little Gold Creek,0,0,,0,0,,0,,January - February
2008-03-01,2008,3,Little Gold Creek,0,0,,0,0,,0,,January - March
2008-04-01,2008,4,Little Gold Creek,0,0,,0,0,,0,,January - April
2008-05-01,2008,5,Little Gold Creek,712,638,11.6,712,638,11.6,557,27.8,January - May
2008-06-01,2008,6,Little Gold Creek,3245,3340,-2.8,3957,3978,-0.5,3326,19.0,January - June
2008-07-01,2008,7,Little Gold Creek,5134,5766,-11.0,9091,9744,-6.7,7495,21.3,January - July
2008-08-01,2008,8,Little Gold Creek,4200,4702,-10.7,13291,14446,-8.0,11483,15.7,January - August
2008-09-01,2008,9,Little Gold Creek,1513,1463,3.4,14804,15909,-6.9,13193,12.2,January - September
2008-10-01,2008,10,Little Gold Creek,0,53,-100.0,14804,15962,-7.3,13193,12.2,January - October
2008-11-01,2008,11,Little Gold Creek,0,0,,14804,15962,-7.3,13193,12.2,January - November
2008-12-01,2008,12,Little Gold Creek,0,0,,14804,15962,-7.3,13193,12.2,January - December
2008-01-01,2008,1,Old Crow,0,0,,0,0,,0,,January - January
2008-02-01,2008,2,Old Crow,0,6,-100.0,0,6,-100.0,0,,January - February
2008-03-01,2008,3,Old Crow,12,4,200.0,12,10,20.0,0,,January - March
2008-04-01,2008,4,Old Crow,0,0,,12,10,20.0,0,,January - April
2008-05-01,2008,5,Old Crow,2,3,-33.3,14,13,7.7,0,,January - May
2008-06-01,2008,6,Old Crow,0,5,-100.0,14,18,-22.2,1,1300.0,January - June
2008-07-01,2008,7,Old Crow,3,3,0.0,17,21,-19.0,1,1600.0,January - July
2008-08-01,2008,8,Old Crow,4,2,100.0,21,23,-8.7,1,2000.0,January - August
2008-09-01,2008,9,Old Crow,0,0,,21,23,-8.7,1,2000.0,January - September
2008-10-01,2008,10,Old Crow,5,0,,26,23,13.0,1,2500.0,January - October
2008-11-01,2008,11,Old Crow,0,0,,26,23,13.0,1,2500.0,January - November
2008-12-01,2008,12,Old Crow,2,0,,28,23,21.7,1,2700.0,January - December
2008-01-01,2008,1,Pleasant Camp,877,927,-5.4,877,927,-5.4,1045,-16.1,January - January
2008-02-01,2008,2,Pleasant Camp,790,629,25.6,1667,1556,7.1,1755,-5.0,January - February
2008-03-01,2008,3,Pleasant Camp,1652,1064,55.3,3319,2620,26.7,2837,17.0,January - March
2008-04-01,2008,4,Pleasant Camp,1740,2086,-16.6,5059,4706,7.5,4384,15.4,January - April
2008-05-01,2008,5,Pleasant Camp,2604,2919,-10.8,7663,7625,0.5,8285,-7.5,January - May
2008-06-01,2008,6,Pleasant Camp,6035,6362,-5.1,13698,13987,-2.1,14427,-5.1,January - June
2008-07-01,2008,7,Pleasant Camp,6084,7804,-22.0,19782,21791,-9.2,22399,-11.7,January - July
